Y_L(cm),	E(MeV),	YTheta_L(deg),	 A,	 dA,	 peL,	 dpeL,	 peR,	 dpeR
90.00,	10.00,	60.00,	0.8698,	0.0008,	42.18,	0.10,	2.55,	0.01
90.00,	10.00,	80.00,	0.9099,	0.0009,	48.55,	0.16,	1.88,	0.01
90.00,	50.00,	-80.00,	-0.8380,	0.0008,	6.66,	0.04,	71.42,	0.17
90.00,	50.00,	-60.00,	-0.8344,	0.0012,	1.92,	0.03,	17.90,	0.07
90.00,	50.00,	-40.00,	-0.7709,	0.0019,	1.30,	0.02,	6.97,	0.02
90.00,	50.00,	-35.00,	-0.7624,	0.0020,	1.30,	0.02,	6.43,	0.02
90.00,	50.00,	-30.00,	-0.7370,	0.0020,	1.46,	0.03,	6.36,	0.02
90.00,	50.00,	-25.00,	-0.6740,	0.0019,	1.92,	0.02,	7.71,	0.02
90.00,	50.00,	-20.00,	-0.6239,	0.0019,	2.47,	0.02,	8.72,	0.02
90.00,	50.00,	-15.00,	-0.5786,	0.0021,	3.06,	0.03,	9.04,	0.02
90.00,	50.00,	-10.00,	-0.2811,	0.0026,	6.31,	0.04,	8.52,	0.02
90.00,	50.00,	-7.50,	0.0239,	0.0025,	11.17,	0.05,	8.16,	0.02
90.00,	50.00,	-5.00,	0.3612,	0.0019,	19.48,	0.06,	7.69,	0.02
90.00,	50.00,	-2.50,	0.5514,	0.0013,	26.94,	0.06,	7.20,	0.02
90.00,	50.00,	0.00,	0.6467,	0.0010,	31.08,	0.05,	6.44,	0.02
90.00,	50.00,	2.50,	0.7284,	0.0009,	33.40,	0.05,	5.21,	0.02
90.00,	50.00,	5.00,	0.8276,	0.0008,	34.32,	0.05,	3.31,	0.02
90.00,	50.00,	7.50,	0.9088,	0.0007,	34.30,	0.05,	1.72,	0.01
90.00,	50.00,	10.00,	0.9496,	0.0005,	34.31,	0.04,	0.95,	0.01
90.00,	50.00,	15.00,	0.9742,	0.0004,	34.48,	0.05,	0.50,	0.01
90.00,	50.00,	20.00,	0.9745,	0.0004,	33.87,	0.05,	0.47,	0.01
90.00,	50.00,	25.00,	0.9625,	0.0004,	28.73,	0.05,	0.57,	0.01
90.00,	50.00,	30.00,	0.9307,	0.0006,	22.20,	0.05,	0.81,	0.01
90.00,	50.00,	35.00,	0.8828,	0.0007,	19.10,	0.05,	1.18,	0.01
90.00,	50.00,	40.00,	0.8386,	0.0008,	18.76,	0.06,	1.61,	0.01
90.00,	50.00,	60.00,	0.8521,	0.0006,	59.08,	0.29,	3.85,	0.02
90.00,	50.00,	80.00,	0.9403,	0.0002,	351.18,	1.02,	9.64,	0.03
90.00,	100.00,	-80.00,	-0.8551,	0.0006,	8.81,	0.05,	105.28,	0.31
90.00,	100.00,	-60.00,	-0.8386,	0.0011,	1.62,	0.02,	15.79,	0.05
90.00,	100.00,	-40.00,	-0.7751,	0.0018,	1.20,	0.01,	6.81,	0.02
90.00,	100.00,	-35.00,	-0.7763,	0.0019,	1.17,	0.01,	6.39,	0.02
90.00,	100.00,	-30.00,	-0.7551,	0.0020,	1.22,	0.01,	5.98,	0.02
90.00,	100.00,	-25.00,	-0.6762,	0.0019,	1.87,	0.02,	7.70,	0.02
90.00,	100.00,	-20.00,	-0.6228,	0.0018,	2.40,	0.02,	8.74,	0.02
90.00,	100.00,	-15.00,	-0.6785,	0.0018,	2.24,	0.02,	9.32,	0.02
90.00,	100.00,	-10.00,	-0.4549,	0.0021,	3.94,	0.03,	8.63,	0.02
90.00,	100.00,	-7.50,	-0.0690,	0.0023,	8.73,	0.04,	8.21,	0.02
90.00,	100.00,	-5.00,	0.4095,	0.0015,	20.52,	0.05,	7.80,	0.02
90.00,	100.00,	-2.50,	0.6000,	0.0009,	30.09,	0.04,	7.37,	0.02
90.00,	100.00,	0.00,	0.6526,	0.0008,	33.08,	0.04,	6.92,	0.02
90.00,	100.00,	2.50,	0.7171,	0.0007,	34.73,	0.04,	5.73,	0.02
90.00,	100.00,	5.00,	0.8414,	0.0007,	35.23,	0.04,	3.12,	0.01
90.00,	100.00,	7.50,	0.9446,	0.0005,	34.52,	0.04,	1.06,	0.01
90.00,	100.00,	10.00,	0.9710,	0.0004,	34.22,	0.04,	0.56,	0.01
90.00,	100.00,	15.00,	0.9789,	0.0003,	34.06,	0.04,	0.42,	0.01
90.00,	100.00,	20.00,	0.9785,	0.0003,	33.45,	0.05,	0.41,	0.01
90.00,	100.00,	25.00,	0.9705,	0.0003,	29.94,	0.05,	0.49,	0.01
90.00,	100.00,	30.00,	0.9394,	0.0005,	22.67,	0.05,	0.74,	0.01
90.00,	100.00,	35.00,	0.8787,	0.0007,	18.40,	0.05,	1.19,	0.01
90.00,	100.00,	40.00,	0.8194,	0.0009,	17.29,	0.06,	1.67,	0.01
90.00,	100.00,	60.00,	0.8263,	0.0006,	46.07,	0.17,	3.93,	0.01
90.00,	100.00,	80.00,	0.9336,	0.0002,	549.00,	1.96,	16.59,	0.05
